,id,university,major,degree,season,decision,decision_method,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,new_gre,gre_subject,status,post_data,post_timestamp,comments,uni_faculty,uni_pub
20846,20846,Dartmouth College,CS,PhD,F10,Rejected,Website,3-Apr-10,1267678800,,,,,,,International with US Degree,5/3/10,1267765200,was hoping at least an AD...,15,1.9
20847,20847,"University Of California, Santa Barbara (UCSB)",CS,PhD,F10,Rejected,Website,3-Apr-10,1267678800,,,,,,,International with US Degree,5/3/10,1267765200,As expected...That is fine.,25,3.5
20848,20848,University Of Utah (UoU),CS,MS,F10,Accepted,Website,3-Apr-10,1267678800,,,,,,,International,5/3/10,1267765200,"ohya, finally I got the news.",40,3.6
20849,20849,Duke University,CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International,5/3/10,1267765200,From Email and redirect to website,22,2.8
20850,20850,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-May-10,1267765200,,,,,,,International,5/3/10,1267765200,,48,5.9
20852,20852,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,American,5/3/10,1267765200,"Plasma/Quantum Electronics & Optics (PQE) Track, funding unknown",42,5.4
20853,20853,Dartmouth College,CS,PhD,F10,Rejected,E-mail,3-May-10,1267765200,,,,,,,International,5/3/10,1267765200,sigh~,15,1.9
20854,20854,Clemson University,ECE,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,no word of funding yet,16,1.3
20855,20855,"University Of California, San Diego (UCSD)",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,Fellowship Offered,53,6.9
20856,20856,Dartmouth College,CS,PhD,F10,Rejected,Website,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,oh well. was hoping for this one.,15,1.9
20858,20858,Georgia Institute Of Technology (GTech),CS,PhD,F10,Wait listed,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,"Hi thanks for replying. Yes, but I am in Networking Group.",73,6.7
20859,20859,Boston University (BU),ECE,MS,F10,Accepted,Postal Service,3-Apr-10,1267678800,3.6,170,152,4,False,,American,4/3/10,1267678800,Receive tuition scholarship of 19k/year.,22,2.5
20860,20860,Georgia Institute Of Technology (GTech),CS,PhD,F10,Wait listed,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,"To those accepted by GaTech, but won't go there, could you decline it as soon as you can?",73,6.7
20861,20861,Brown University,ECE,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,26,3.3
20862,20862,Clemson University,CS,PhD,F10,Accepted,E-mail,18-02-2010,1266469200,,,,,,,International,4/3/10,1267678800,no funding. any one got funding here?,16,1.3
20864,20864,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,3-Feb-10,1267506000,3.97,159,166,4.5,False,,International,4/3/10,1267678800,Accepted to the CommNet track. They said that the funding decisions would come after two weeks.,42,5.4
20866,20866,Tufts University,CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,With funding,13,1.6
20867,20867,Dartmouth College,CS,MS,F10,Accepted,Website,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,I just logged onto the website and saw a link to my admissions decision. Got a scholarship for 50% paid tuition my first year and 100% tuition paid my second year.,15,1.9
20868,20868,"University Of California, Irvine (UCI)",CS,PhD,F10,Rejected,Other,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,"I did but haven't heard a thing. The thing says ""being reviewed"" still. I am assuming I was rejected since it seems that most have heard by now. I applied to the Data Mining/Machine Learning group.",55,4.3
20869,20869,University Of Oregon,CS,MS,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,,13,1.4
20870,20870,Dartmouth College,CS,PhD,F10,Wait listed,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,"To those who already got offer and will not go to Dartmouth, please reject it. To you, it is only a backup which is already useless. To me, it might be my last chance to get in, Thanks a lot.",15,1.9
20871,20871,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,American,4/3/10,1267678800,,48,5.9
20872,20872,Dartmouth College,CS,PhD,F10,Rejected,Website,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,,15,1.9
20873,20873,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,,42,5.4
20874,20874,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,American,4/3/10,1267678800,2nd top #15 school w/ no guaranteed support won't even reimburse for visitation,48,5.9
20875,20875,University Of Central Florida (UCF),ECE,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,"No financial aid yet, they say ""If you are awarded a financial offer package (for degree seeking students only), this information will be sent separately from this admissions letter.""",24,2
20876,20876,"University Of Maryland, College Park (UMD)",CS,PhD,F10,Wait listed,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,52,6.4
20877,20877,Dartmouth College,CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,finally. after waiting for a whole night>.,15,1.9
20878,20878,Dartmouth College,CS,PhD,F10,Rejected,Website,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,Finally came up. Oh well.  At least they weren't all like this,15,1.9
20879,20879,Dartmouth College,CS,PhD,F10,Rejected,Website,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,"Website has link at the bottom, but it didn't show up until about an hour after I got the email.   255 applicants for an incoming class of ""about 8"".",15,1.9
20881,20881,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,second rejection. I have only 3 other applications. God bless,48,5.9
20883,20883,Dartmouth College,CS,MS,F10,Accepted,E-mail,3-Apr-10,1267678800,2,140,166,3,False,800,International,4/3/10,1267678800,,15,1.9
20886,20886,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,3.87,140,166,3.5,False,,American,4/3/10,1267678800,,48,5.9
20888,20888,"University Of California, Irvine (UCI)",CS,PhD,F10,Accepted,E-mail,1-Apr-10,1262581200,,,,,,,International,4/3/10,1267678800,@ the guy who got in UCI : Can you share some more details of your funding?  Did you recieve some other,,
20889,20889,"University Of Maryland, College Park (UMD)",CS,PhD,F10,Wait listed,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,"I don't know if I'm gonna accept the wait list offer... got other offers, but for some reason I hate giving up a place",52,6.4
20897,20897,"University Of California, Irvine (UCI)",CS,PhD,F10,Accepted,Website,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,Had already heard from potential advisor that I am in,55,4.3
20898,20898,Emory University,CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,3.74,,,,,890,International,4/3/10,1267678800,rejected several days ago,10,1.3
20899,20899,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,...dream school...,48,5.9
20900,20900,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,American,4/3/10,1267678800,No funding.,48,5.9
20901,20901,Purdue University,CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,3.5,146,166,3,False,,International,4/3/10,1267678800,Admission without financial support.,53,4.8
20902,20902,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,International with US Degree,4/3/10,1267678800,with funding,48,5.9
20903,20903,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,48,5.9
20904,20904,Arizona State University (ASU),ECE,PhD,F10,Accepted,Website,3-Apr-10,1267678800,3.78,170,151,5.5,False,,International with US Degree,4/3/10,1267678800,,26,2.3
20905,20905,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,"Theory applicant. Math/CS double major from top 5 US Math College. GPA: 3.7 Math, 4.0 CS. Several graduate CS courses. No CS research experience, 2 Mathematics REU.",48,5.9
20906,20906,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,"very sad, all failed , I think 10 fall's application is over, I lost my dream",48,5.9
20907,20907,"University Of Texas, Austin (UT Austin)",ECE,MS,,Accepted,E-mail,3-Feb-10,1267506000,,,,,,,American,4/3/10,1267678800,,42,5.4
20908,20908,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,48,5.9
20909,20909,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,"No financial aids, can apply for RAShip.",48,5.9
20910,20910,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,3.9,164,166,4.5,False,,American,4/3/10,1267678800,,48,5.9
20912,20912,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,3.8,166,164,,False,,International,4/3/10,1267678800,Tears ! Third consecutive reject !,48,5.9
20913,20913,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,Mass Rejection...,48,5.9
20914,20914,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,:'( :'( :'( One of my dream schools...! Good luck for those who got in..!,48,5.9
20915,20915,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,Second reject. Have an admit from gatech.,48,5.9
20916,20916,"University Of Minnesota, Twin Cities (UMN)",ECE,MS,F10,Accepted,E-mail,3-Apr-10,1267678800,3.1,158,166,4,False,,International,4/3/10,1267678800,,37,3.1
20917,20917,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,"Though expected, much disappointed...",48,5.9
20918,20918,"University Of Minnesota, Twin Cities (UMN)",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,"To the one who mentioned me on 3 Mar 2010: I received an email to check the applyyourself: 'Your admission has been approved to pursue the Computer Science - Ph D beginning Fall 2010.' Besides, I'm curious about the previous one: who interviewed you? I'm interested in a similar area such as Social Networks and game theory, but no interview yet.",37,3.1
20919,20919,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,Got offer from Duke today...,48,5.9
20920,20920,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,Gush.......,48,5.9
20921,20921,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,"funding includes 18000$, 50% from TA-ship.I like Chawla's work but I guess I'll go to ACO program of tepper school.",48,5.9
20922,20922,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,Accepted into Berkeley ;).,48,5.9
20923,20923,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,FUCK UWISC,48,5.9
20924,20924,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,no surprise,,
20925,20925,"University Of Wisconsin, Madison",CS,MS,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,,48,5.9
20926,20926,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Mar-10,1267592400,,,,,,,International,4/3/10,1267678800,Just as I expected...,48,5.9
20927,20927,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,International with US Degree,4/3/10,1267678800,"Tuition + health + stipend of around $18,000 per annum with 50% coming via TA.",48,5.9
20928,20928,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,So sad! My dream school!,48,5.9
20929,20929,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,No guaranteed support.Can apply for EPIC RAship for first year students if I accept.,48,5.9
20930,20930,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,3.66,142,166,3.5,False,,International,4/3/10,1267678800,,48,5.9
20931,20931,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,American,4/3/10,1267678800,,48,5.9
20932,20932,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,48,5.9
20933,20933,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,God bless me.,48,5.9
20934,20934,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,48,5.9
20935,20935,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,3,165,166,5.5,False,,American,4/3/10,1267678800,To be expected with my gre score,48,5.9
20936,20936,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,3.85,154,164,4.5,False,,International with US Degree,4/3/10,1267678800,,48,5.9
20937,20937,"University Of Wisconsin, Madison",CS,PhD,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International with US Degree,4/3/10,1267678800,guys. keep the fucking line here.,48,5.9
20938,20938,"University Of Wisconsin, Madison",CS,MS,F10,Rejected,E-mail,3-Apr-10,1267678800,,,,,,,International,4/3/10,1267678800,,48,5.9
20939,20939,"University Of Wisconsin, Madison",CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,American,4/3/10,1267678800,,48,5.9
20940,20940,Duke University,CS,PhD,F10,Accepted,Website,3-Mar-10,1267592400,,,,,,,International,4/3/10,1267678800,Yay!,22,2.8
20942,20942,Carnegie Mellon University (CMU),CS,PhD,F10,Wait listed,E-mail,3-Mar-10,1267592400,,,,,,,American,3/3/10,1267592400,my top choice..anyone else heard?,152,18.1
20943,20943,"University Of Washington, Seattle (UW)",ECE,PhD,F10,Rejected,E-mail,3-Mar-10,1267592400,,,,,,,International with US Degree,3/3/10,1267592400,a little disappointed but not surprised. don't wanna go there that much anyway,57,8.4
20944,20944,Johns Hopkins University (JHU),CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,International,3/3/10,1267592400,"To the poster below, my status hasn't changed, still is submitted",22,2.4
20946,20946,Johns Hopkins University (JHU),CS,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,,,,,,,International,3/3/10,1267592400,"Subfield: Crypto, nothing about funding.",22,2.4
20947,20947,"University Of Texas, Austin (UT Austin)",ECE,PhD,F10,Accepted,E-mail,25-02-2010,1267074000,3.7,161,161,5,False,,American,3/3/10,1267592400,,42,5.4
20948,20948,Duke University,ECE,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,3.7,161,161,5,False,,American,3/3/10,1267592400,,22,2.8
20950,20950,"University Of California, Santa Barbara (UCSB)",CS,PhD,F10,Rejected,Website,3-Mar-10,1267592400,,,,,,,International with US Degree,3/3/10,1267592400,"Finally, first news, first rej. Damn!",25,3.5
20951,20951,Massachusetts Institute Of Technology (MIT),CS,PhD,F10,Rejected,Website,19-02-2010,1266555600,,,,,,,International,3/3/10,1267592400,"Meh, wasn't really interested...",85,12.3
20952,20952,"University Of California, Irvine (UCI)",CS,PhD,F10,Rejected,Other,3-Mar-10,1267592400,,,,,,,American,3/3/10,1267592400,Then we are officially rejected if we don't hear by visit day. At least we know without having to wait until May 1st.,55,4.3
20953,20953,"University Of California, Riverside (UCR)",CS,MS,F10,Accepted,E-mail,3-Mar-10,1267592400,3.11,152,160,4.5,False,,American,3/3/10,1267592400,Also awarded Dean's Distinguished Fellowship ($12.6k first year).,36,2.8
20955,20955,"University Of California, San Diego (UCSD)",ECE,PhD,F10,Rejected,E-mail,3-Mar-10,1267592400,,,,,,,American,3/3/10,1267592400,At least I got into Stanford's PhD program...,53,6.9
20958,20958,"University Of California, Santa Barbara (UCSB)",ECE,PhD,F10,Accepted,E-mail,3-Mar-10,1267592400,3.61,163,166,4,False,,American,3/3/10,1267592400,"Accepted into ""Electronics and Photonics"". No word on funding as yet.How good is the UCSB solid state program? I have other offers from Princeton and Cornell.",25,3.5
